2,,"Chào bán phát hành/ Giá trị cấp phép chào bán phát hành theo ngành
",Giá trị cấp phép loại hình công chúng,Giá trị chào bán/phát hành đã cấp phép loại hình phát hành ra công chúng,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo ngành,IDS,,x,,Done,,SECURITIES_OFFERING_PLAN,SECURITIES_OFFERING_PLAN.total_expected_am,"OFFERING_METHOD_CD IN ('1', '2','3','4')",,,Done,Dữ liệu tĩnh,P
2,,"Chào bán phát hành/ Giá trị cấp phép chào bán phát hành theo ngành
",Giá trị cấp phép loại hình riêng lẻ,Giá trị chào bán/phát hành đã cấp phép loại hình phát riêng lẻ,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo ngành,IDS,,x,,Done,,"SECURITIES_OFFERING_PLAN",total_expected_am,offering_method_cd = '5',,,Done,Dữ liệu tĩnh,P
2,,"Chào bán phát hành/ Giá trị cấp phép chào bán phát hành theo ngành
",Giá trị cấp phép loại hình ESOP,Giá trị chào bán/phát hành đã cấp phép loại hình phát hành ra ESOP,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo ngành,IDS,,x,,Done,,"SECURITIES_OFFERING_PLAN",total_expected_am,"offering_method_cd IN ('9','10')",,,Done,Dữ liệu tĩnh,P
2,,"Chào bán phát hành/ Giá trị cấp phép chào bán phát hành theo ngành
",Giá trị cấp phép loại hình trả cổ tức,Giá trị chào bán/phát hành đã cấp phép loại hình trả cổ tức,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo ngành,IDS,,x,,Done,,"SECURITIES_OFFERING_PLAN
",total_expected_am,offering_method_cd in ('7'),,,Done,Dữ liệu tĩnh,P
2,,"Chào bán phát hành/ Giá trị cấp phép chào bán phát hành theo ngành
",Giá trị cấp phép loại hình phát hành tăng vốn từ vốn chủ sở hữu,Giá trị chào bán/phát hành đã cấp phép loại hình phát hành tăng vốn từ vốn chủ sở hữu,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo ngành,IDS,,x,,Done,,"
SECURITIES_OFFERING_PLAN",total_expected_am,SECURITIES_OFFERING_PLAN.method IN ('8'),,,Done,Dữ liệu tĩnh,P
2,,"Chào bán phát hành/ Giá trị cấp phép chào bán phát hành theo ngành
",Giá trị cấp phép các loại khác,Giá trị chào bán/phát hành đã cấp phép loại hình khác,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo ngành,IDS,,x,,Done,,"SECURITIES_OFFERING
SECURITIES_OFFERING_PLAN",total_expected_am,,,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Loại hình ,"Hình thức phát hành gồm:
 - Công chúng
 - Riêng lẻ
 - ESOP
 - Trả cổ tức
 - Phát hành tăng vốn từ vốn chủ sở hữu
 - Khác",Dashboard,Chỉ tiêu cơ sở,Dễ,ngày/theo ngành,IDS,x,x,,Done,,"LOOKUP_VALUES
SECURITIES_OFFERING_RESULT","LOOKUP_VALUES.LOOKUP_VALUE_VN 
SECURITIES_OFFERING_RESULT.offering_method_cd","certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')","WITH result_agg AS (
    -- Gom nhóm giá trị huy động thực tế theo từng đợt chào bán & hình thức phát hành
    SELECT 
        securities_offering_id,
        offering_method_cd,
        SUM(total_collected_am) AS total_collected_am
    FROM SECURITIES_OFFERING_RESULT
    WHERE NVL(delete_flg, 0) = 0
    GROUP BY securities_offering_id, offering_method_cd
),
classified_data AS (
    -- Phân loại hình thức phát hành và gắn nhóm ngành
    SELECT
        r.total_collected_am,
        c.INDUSTRY_NAME                                         AS nhom_nganh,
        CASE
            WHEN r.offering_method_cd IN ('1', '2', '3', '4') THEN 'Giá trị huy động loại hình công chúng'
            WHEN r.offering_method_cd = '5'                   THEN 'Giá trị huy động loại hình riêng lẻ'
            WHEN r.offering_method_cd IN ('9', '10')          THEN 'Giá trị huy động loại hình ESOP'
            WHEN r.offering_method_cd = '7'                   THEN 'Giá trị huy động loại hình trả cổ tức'
            WHEN r.offering_method_cd = '8'                   THEN 'Giá trị huy động loại hình phát hành tăng vốn từ vốn chủ sở hữu'
            ELSE 'Giá trị huy động các loại khác'
        END                                                     AS hinh_thuc_phat_hanh
    FROM SECURITIES_OFFERING t
    JOIN result_agg r           ON r.securities_offering_id = t.id
    JOIN COMPANY_PROFILES cp    ON cp.id = t.company_profile_id
    JOIN CATEGORIES c      ON c.id  = cp.category_l1_id
    WHERE NVL(t.delete_flg, 0) = 0
      AND NVL(cp.delete_flg, 0) = 0
      AND t.certificate_date BETWEEN TO_DATE(:pdate1, 'yyyymmdd') AND TO_DATE(:pdate2, 'yyyymmdd')
)
SELECT
    nhom_nganh,
    hinh_thuc_phat_hanh,
    SUM(total_collected_am)                                     AS gia_tri_huy_dong
FROM classified_data
GROUP BY
    nhom_nganh,
    hinh_thuc_phat_hanh
ORDER BY nhom_nganh, hinh_thuc_phat_hanh;",,,,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Ngành,ngành,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày/theo ngành,IDS,,x,,Done,,"CATEGORIES
COMPANY_PROFILES","CATEGORIES.INDUSTRY_NAME
COMPANY_PROFILES.category_l1_id","certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Giá trị huy động loại hình công chúng,Giá trị huy động loại hình phát hành ra công chúng,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo hình thức phát hành,IDS,,x,,Done,,SECURITIES_OFFERING_RESULT,total_collected_am,"OFFERING_METHOD_CD IN ('1', '2','3','4')",,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Giá trị huy động loại hình riêng lẻ,Giá trị huy động loại hình phát riêng lẻ,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo hình thức phát hành,IDS,,x,,Done,,"SECURITIES_OFFERING_RESULT",total_collected_am,offering_method_cd = '5',,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Giá trị huy động loại hình ESOP,Giá trị huy động loại hình phát hành ra ESOP,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo hình thức phát hành,IDS,,x,,Done,,SECURITIES_OFFERING_RESULT,total_collected_am,"offering_method_cd IN ('9','10')",,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Giá trị huy động loại hình trả cổ tức,Giá trị huy động loại hình trả cổ tức,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo hình thức phát hành,IDS,,x,,Done,,SECURITIES_OFFERING_RESULT,total_collected_am,offering_method_cd in ('7'),,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Giá trị huy động loại hình phát hành tăng vốn từ vốn chủ sở hữu,Giá trị huy động loại hình phát hành tăng vốn từ vốn chủ sở hữu,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo hình thức phát hành,IDS,,x,,Done,,SECURITIES_OFFERING_RESULT,total_collected_am,SECURITIES_OFFERING_PLAN.method IN ('8'),,,Done,Dữ liệu tĩnh,P
3,,Chào bán phát hành/ Giá trị phát hành theo hình thức phát hành và nhóm ngành,Giá trị huy động các loại khác,Giá trị huy động loại hình khác,Dashboard,Chỉ tiêu phái sinh,TB,ngày/theo hình thức phát hành,IDS,,x,,Done,,"SECURITIES_OFFERING
SECURITIES_OFFERING_RESULT",total_collected_am,,,,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Thông tin doanh nghiệp,"Tên doanh nghiệp, Tên đối tượng chào bán phát hành",Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,COMPANY_PROFILES,COMPANY_NAME_VN,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')","WITH plan_agg AS (
    -- Tổng hợp phương án phát hành theo đợt
    SELECT 
        securities_offering_id,
        offering_method_cd AS offering_method_cd,
        SUM(total_expected_am)  AS total_expected_am
    FROM SECURITIES_OFFERING_PLAN
    WHERE NVL(delete_flg, 0) = 0
    GROUP BY securities_offering_id,offering_method_cd 
),
result_agg AS (
    -- Tổng hợp kết quả phát hành theo đợt
    SELECT 
        securities_offering_id,
        offering_method_cd AS offering_method_cd,
        SUM(total_successful_qty) AS total_successful_qty,
        SUM(total_collected_am)    AS total_collected_am
    FROM SECURITIES_OFFERING_RESULT
    WHERE NVL(delete_flg, 0) = 0
    GROUP BY securities_offering_id, offering_method_cd 
)
SELECT
        t.ID,
    cp.COMPANY_NAME_VN                                                  AS ten_doanh_nghiep,
    cp.equity_ticker                                                    AS ma_chung_khoan,
    lv.LOOKUP_VALUE_VN                                                 AS hinh_thuc_chao_ban,
    t.consulting_org                                                    AS don_vi_tu_van,
    t.audit_org                                                         AS to_chuc_kiem_toan,
    t.underwwriting_org                                                 AS don_vi_bao_lanh,
    t.credit_rating_org                                                 AS don_vi_xep_hang_tin_nhiem,
    t.total_registered_qty                                              AS sl_ck_cap_phep,
    NVL(r.total_successful_qty, 0)                                      AS sl_ck_thanh_cong,
    NVL(p.total_expected_am, 0)                                         AS gia_tri_cap_phep,
    NVL(r.total_collected_am, 0)                                        AS gia_tri_thanh_cong,
    ROUND(NVL(r.total_successful_qty, 0)/NULLIF(t.total_registered_qty,0),2)*100 AS ty_le_thanh_cong
FROM SECURITIES_OFFERING t
JOIN COMPANY_PROFILES cp               ON cp.ID = t.company_profile_id
  LEFT JOIN plan_agg p                   ON p.securities_offering_id = t.ID
 JOIN LOOKUP_VALUES lv             ON p.offering_method_cd = lv.LOOKUP_CD 
                                      AND lv.LOOKUP_GROUP = 'SO_OFFERING_METHOD'
  LEFT JOIN result_agg r                 ON r.securities_offering_id = t.ID
WHERE NVL(t.delete_flg, 0) = 0 AND cp.delete_flg  = 0
  AND t.certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Mã chứng khoán,Mã chứng khoán,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,COMPANY_PROFILES,equity_ticker,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Hình thức chào bán,Hình thức chào bán/phát hành chứng khoán mà doanh nghiệp lựa chọn để huy động vốn từ thị trường.,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,"LOOKUP_VALUES
SECURITIES_OFFERING_PLAN","LOOKUP_VALUES.LOOKUP_VALUE_VN 
SECURITIES_OFFERING_PLAN.offering_method_cd","certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Đơn vị tư vấn,Đơn vị tư vấn phát hành,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING,consulting_org,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Tổ chức kiểm toán,Tổ chức kiểm toán,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING,audit_org,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Đơn vị bảo lãnh,Đơn vị bảo lãnh phát hành,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING,underwwriting_org,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Đơn vị xếp hạng tín nhiệm,Đơn vị xếp hạng tín nhiệm doanh nghiệp,Dashboard,Chỉ tiêu cơ sở,Dễ,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING,credit_rating_org,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Số lượng CK được cấp phép,Tổng số lượng CK được cấp phép chào bán.,Dashboard,Chỉ tiêu phái sinh,TB,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING,total_registered_qty,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Số lượng CK chào bán thành công,Tổng số lượng CK chào bán thành công thực tế.,Dashboard,Chỉ tiêu phái sinh,TB,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING_RESULT,total_successful_qty,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Giá trị cấp phép,Giá trị CK được cấp phép,Dashboard,Chỉ tiêu phái sinh,TB,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING,total_expected_am,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Giá trị chào bán thành công,Giá trị CK chào bán thành công,Dashboard,Chỉ tiêu phái sinh,TB,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING_RESULT,total_collected_am,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
4,,Chào bán phát hành/ Bảng Chi tiết số lượng chứng khoán Chào bán & Phát hành,Tỷ lệ chào bán thành công,chào bán thành công / Tổng số lượng CK được cấp phép chào bán.,Dashboard,Chỉ tiêu phái sinh,TB,ngày,IDS,x,x,,Done,,SECURITIES_OFFERING_RESULT,successful_ratio,"certificate_date BETWEEN to_date(:pdate1,'yyyymmdd') AND to_date(:pdate2,'yyyymmdd')",,check chéo vs TTHC,Done,Dữ liệu tĩnh,P
